"filename", "language", "vue", "TypeScript", "comment", "blank", "total"
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\table\TableFooter.vue", "vue", 15, 0, 0, 3, 18
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\table\TableHead.vue", "vue", 15, 0, 0, 3, 18
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\table\TableHeader.vue", "vue", 15, 0, 0, 3, 18
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\table\TableRow.vue", "vue", 15, 0, 0, 3, 18
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\table\index.ts", "TypeScript", 0, 9, 0, 1, 10
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\table\utils.ts", "TypeScript", 0, 8, 0, 3, 11
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tabs\Tabs.vue", "vue", 20, 0, 0, 4, 24
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tabs\TabsContent.vue", "vue", 18, 0, 0, 4, 22
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tabs\TabsList.vue", "vue", 21, 0, 0, 4, 25
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tabs\TabsTrigger.vue", "vue", 22, 0, 0, 5, 27
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tabs\index.ts", "TypeScript", 0, 4, 0, 1, 5
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\textarea\Textarea.vue", "vue", 24, 0, 0, 5, 29
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\textarea\index.ts", "TypeScript", 0, 1, 0, 1, 2
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tooltip\Tooltip.vue", "vue", 16, 0, 0, 4, 20
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tooltip\TooltipContent.vue", "vue", 28, 0, 0, 7, 35
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tooltip\TooltipProvider.vue", "vue", 12, 0, 0, 3, 15
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tooltip\TooltipTrigger.vue", "vue", 13, 0, 0, 3, 16
"d:\Data\Java\laolao-pc-builds\laolao-pc-builds-vue\src\components\ui\tooltip\index.ts", "TypeScript", 0, 4, 0, 1, 5
"Total", "-", 9184, 354, 173, 1203, 10914
